grupo,equipo,jugador
Grupo F,Suecia,Anton Magnusson
Grupo F,Suecia,Albin Ekdal
Grupo F,Suecia,Pontus Jansson
Grupo F,Suecia,Stefan Mitrovic
Grupo F,Túnez,Khazri Essaïdi
Grupo F,Túnez,Montassar Talbi
Grupo F,Túnez,Youssef Msakni
Grupo F,Túnez,Aymen Dahmen
Grupo F,Túnez,Ali Maaloul
Grupo F,Túnez,Mohamed Dräger
Grupo F,Túnez,Hamza Mathlouthi
Grupo F,Túnez,Bechir Ben Said
Grupo F,Túnez,Ferjani Sassi
Grupo F,Túnez,Ramy Bensebaïni
Grupo G,Bélgica,Romelu Lukaku
Grupo G,Bélgica,Kevin De Bruyne
Grupo G,Bélgica,Jeremy Doku
Grupo G,Bélgica,Thibaut Courtois
Grupo G,Bélgica,Toby Alderweireld
Grupo G,Bélgica,Axel Witsel
Grupo G,Bélgica,Youri Tielemans
Grupo G,Bélgica,Zeno Debast
Grupo G,Bélgica,Arthur Theate
Grupo G,Bélgica,Lois Openda
Grupo G,Egipto,Mohamed Salah
Grupo G,Egipto,Mohamed El Shenawy
Grupo G,Egipto,Mahmoud Abdel-Moneim
Grupo G,Egipto,Ahmed Hegazy
Grupo G,Egipto,Ahmed El Mohamady
Grupo G,Egipto,Mohamed Elneny
Grupo G,Egipto,Amr El Solia
Grupo G,Egipto,Emam Ashour
Grupo G,Egipto,Ramadan Sobhi
Grupo G,Egipto,Walid Soliman
Grupo G,Irán,Sardar Azmoun
Grupo G,Irán,Alireza Jahanbakhsh
Grupo G,Irán,Majid Hosseini
Grupo G,Irán,Omid Ebrahimi
Grupo G,Irán,Alireza Niaraki
Grupo G,Irán,Payam Niazmand
Grupo G,Irán,Karim Ansarifard
Grupo G,Irán,Morteza Pouraliganji
Grupo G,Irán,Ehsan Hajibozorgian
Grupo G,Irán,Vahid Taleblo
Grupo G,Nueva Zelanda,Chris Wood
Grupo G,Nueva Zelanda,Tommy Smith
Grupo G,Nueva Zelanda,Joe Bell
Grupo G,Nueva Zelanda,Stefan Marinovic
Grupo G,Nueva Zelanda,Winston Reid
Grupo G,Nueva Zelanda,Aaron Greive
Grupo G,Nueva Zelanda,Bill Tuiloma
Grupo G,Nueva Zelanda,Cameron Hill
Grupo G,Nueva Zelanda,Andrew Durante
Grupo G,Nueva Zelanda,Liberato Cacace
Grupo H,España,Lamine Yamal
Grupo H,España,Pedri
Grupo H,España,Rodri Hernández
Grupo H,España,Unai Simón
Grupo H,España,Nico Williams
Grupo H,España,Gavi
Grupo H,España,Álvaro Morata
Grupo H,España,Dani Olmo
Grupo H,España,Nacho Fernández
Grupo H,España,Aymeric Laporte
Grupo H,Cabo Verde,Julio Tavares
Grupo H,Cabo Verde,Adilson Cabral
Grupo H,Cabo Verde,Spencer Lain
Grupo H,Cabo Verde,Zílson
Grupo H,Cabo Verde,Léo Jardim
Grupo H,Cabo Verde,Márcio Sousa
Grupo H,Cabo Verde,Mancuso
Grupo H,Cabo Verde,Zanilson
Grupo H,Cabo Verde,Guim
Grupo H,Cabo Verde,Djaniny Tavares
Grupo H,Arabia Saudita,Salem Al-Dawsari
Grupo H,Arabia Saudita,Abdullah Al-Shehri
Grupo H,Arabia Saudita,Salman Al-Faraj
Grupo H,Arabia Saudita,Mohammed Al-Owais
Grupo H,Arabia Saudita,Nawaf Al-Adsani
Grupo H,Arabia Saudita,Saud Abdulhamid
Grupo H,Arabia Saudita,Yasser Al-Shahrani
Grupo H,Arabia Saudita,Hassan Al-Tambakti
Grupo H,Arabia Saudita,Sultan Al-Ghannam
Grupo H,Arabia Saudita,Masoud Al-Taishan
Grupo H,Uruguay,Luis Suárez
Grupo H,Uruguay,Diego Godín
Grupo H,Uruguay,Edinson Cavani
Grupo H,Uruguay,Sergio Rochet
Grupo H,Uruguay,Giorgian De Arrascaeta
Grupo H,Uruguay,Federico Valverde
Grupo H,Uruguay,Ronald Araújo
Grupo H,Uruguay,Matías Viña
Grupo H,Uruguay,Nicolás Otamendi
Grupo H,Uruguay,Martín Cáceres
Grupo I,Francia,Kylian Mbappé
Grupo I,Francia,Ousmane Dembélé
Grupo I,Francia,Aurélien Tchouaméni
Grupo I,Francia,Mike Maignan
Grupo I,Francia,N'Golo Kanté
Grupo I,Francia,Adrien Rabiot
Grupo I,Francia,Jules Koundé
Grupo I,Francia,William Saliba
Grupo I,Francia,Théo Hernández
Grupo I,Francia,Dayot Upamecano
Grupo I,Senegal,Sadio Mané
Grupo I,Senegal,Ismaïla Sarr
Grupo I,Senegal,Cheikhou Kouyaté
Grupo I,Senegal,Édouard Mendy
Grupo I,Senegal,Kalidou Koulibaly
Grupo I,Senegal,Lamine Diop
Grupo I,Senegal,Krepin Diatta
Grupo I,Senegal,Iliman Ndiaye
Grupo I,Senegal,Moussa Wagué
Grupo I,Senegal,Moustapha Name
Grupo I,Irak,Younis Mahmoud
Grupo I,Irak,Ali Adnan
Grupo I,Irak,Mohanad Ali
Grupo I,Irak,Jalal Hassan
Grupo I,Irak,Rasheed Mijbil
Grupo I,Irak,Mkhalel Madeer
Grupo I,Irak,Bashar Haji
Grupo I,Irak,Ali Kareem
Grupo I,Irak,Ahmed Al-Kadi
Grupo I,Irak,Hassan Murad
Grupo I,Noruega,Erling Haaland
Grupo I,Noruega,Martin Ødegaard
Grupo I,Noruega,Sander Berge
Grupo I,Noruega,Oscar Bobb
Grupo I,Noruega,Alexander Sørloth
Grupo I,Noruega,Ahmed Nusa
Grupo I,Noruega,Fenerbahçe Yilmaz
Grupo I,Noruega,Stale Solbakken
Grupo I,Noruega,Julian Ryerson
Grupo I,Noruega,Rune Almenning Jarstein
Grupo J,Argentina,Lionel Messi
Grupo J,Argentina,Julián Álvarez
Grupo J,Argentina,Lautaro Martínez
Grupo J,Argentina,Cristian Romero
Grupo J,Argentina,Rodrigo De Paul
Grupo J,Argentina,Enzo Fernández
Grupo J,Argentina,Nicolás Tagliafico
Grupo J,Argentina,Emiliano Martínez
Grupo J,Argentina,Alexis Mac Allister
Grupo J,Argentina,Franco Mastantuono
Grupo J,Argelia,Riad Mahrez
Grupo J,Argelia,Islam Slimani
Grupo J,Argelia,Yacine Brahimi
Grupo J,Argelia,Rais Mbolhi
Grupo J,Argelia,Oussama Benbot
Grupo J,Argelia,Tayeb Mezab
Grupo J,Argelia,Sofiane Feghouli
Grupo J,Argelia,Ghezzal Youcef
Grupo J,Argelia,Djamel Sedjati
Grupo J,Argelia,Ismael Bendelac
Grupo J,Austria,Marko Arnautovic
Grupo J,Austria,David Alaba
Grupo J,Austria,Marcel Sabitzer
Grupo J,Austria,Patrick Pentz
Grupo J,Austria,Alexander Schlager
Grupo J,Austria,Christoph Baumgartner
Grupo J,Austria,Konrad Laimer
Grupo J,Austria,Stefan Posch
Grupo J,Austria,Maximilian Wöber
Grupo J,Austria,Kevin Danso
Grupo J,Jordania,Anas Bani-Yaseen
Grupo J,Jordania,Ali Nasser
Grupo J,Jordania,Omari Al-Meer
Grupo J,Jordania,Yazeed Al-Rasheed
Grupo J,Jordania,Salamah Al-Rasheed
Grupo J,Jordania,Ahmed Samir
Grupo J,Jordania,Romain Saïss
Grupo J,Jordania,Abdelrahman Obaid
Grupo J,Jordania,Loai Taha
Grupo J,Jordania,Amjad Al-Rawashdeh
Grupo K,Portugal,Cristiano Ronaldo
Grupo K,Portugal,Bruno Fernandes
Grupo K,Portugal,Bernardo Silva
Grupo K,Portugal,Diogo Costa
Grupo K,Portugal,Rúben Dias
Grupo K,Portugal,João Palhinha
Grupo K,Portugal,João Cancelo
Grupo K,Portugal,Rafael Leão
Grupo K,Portugal,Gonçalo Ramos
Grupo K,Portugal,Pedro Neto
Grupo K,RD Congo,Cédric Bakambu
Grupo K,RD Congo,Chancel Mbemba
Grupo K,RD Congo,Gael Kakuta
Grupo K,RD Congo,Jean-Philippe Mpondo
Grupo K,RD Congo,Arthur Masuaku
Grupo K,RD Congo,Merlin Mbongo
Grupo K,RD Congo,Yannick Bolasie
Grupo K,RD Congo,Neeskens Kebano
Grupo K,RD Congo,Meschak Elia
Grupo K,RD Congo,Patrício Chikera
Grupo K,Uzbekistán,Mirabek Khaitov
Grupo K,Uzbekistán,Jaloliddin Masharipov
Grupo K,Uzbekistán,Aleksandr Korolov
Grupo K,Uzbekistán,Samir Kermenbekov
Grupo K,Uzbekistán,Akmal Imamnazarov
Grupo K,Uzbekistán,Omonov Sherzod
Grupo K,Uzbekistán,Eldor Shomurodov
Grupo K,Uzbekistán,Khojiakbar Alijonov
Grupo K,Uzbekistán,Sergei Salov
Grupo K,Uzbekistán,Abbosbek Fayzullaev
Grupo K,Colombia,James Rodríguez
Grupo K,Colombia,Luis Díaz
Grupo K,Colombia,Duván Zapata
Grupo K,Colombia,David Ospina
Grupo K,Colombia,Wilmar Barrios
Grupo K,Colombia,Richard Ríos
Grupo K,Colombia,Moisés Caicedo
Grupo K,Colombia,Juan Cuadrado
Grupo K,Colombia,Davinson Sánchez
Grupo K,Colombia,Jesús Murillo
Grupo L,Inglaterra,Harry Kane
Grupo L,Inglaterra,Jude Bellingham
Grupo L,Inglaterra,Phil Foden
Grupo L,Inglaterra,Bukayo Saka
Grupo L,Inglaterra,Marcus Rashford
Grupo L,Inglaterra,Declan Rice
Grupo L,Inglaterra,John Stones
Grupo L,Inglaterra,Mason Greenwood
Grupo L,Inglaterra,Jordan Pickford
Grupo L,Inglaterra,Kyle Walker
Grupo L,Croacia,Luka Modrić
Grupo L,Croacia,Ivan Perišić
Grupo L,Croacia,Mateo Kovačić
Grupo L,Croacia,Joško Gvardiol
Grupo L,Croacia,Nikola Vlašić
Grupo L,Croacia,Dominik Livaković
Grupo L,Croacia,Andrej Kramarić
Grupo L,Croacia,Borna Sosa
Grupo L,Croacia,Marko Marin
Grupo L,Croacia,Luka Vuskovic
Grupo L,Ghana,Mohammed Kudus
Grupo L,Ghana,Iñaki Williams
Grupo L,Ghana,Osman Bukari
Grupo L,Ghana,Richard Ofori
Grupo L,Ghana,Jojo Wollacott
Grupo L,Ghana,Alexander Djiku
Grupo L,Ghana,Daniel Amartey
Grupo L,Ghana,Séri Thomas
Grupo L,Ghana,Hannes Wolf
Grupo L,Ghana,Manaf Nurudeen
Grupo L,Panamá,Cecilio Waterman
Grupo L,Panamá,Éver Almeida
Grupo L,Panamá,Felipe Baloy
Grupo L,Panamá,Roberto Carla
Grupo L,Panamá,José Luis Rodríguez
Grupo L,Panamá,Domingo Valdés
Grupo L,Panamá,Harold Cummings
Grupo L,Panamá,Carlos Viáquez
Grupo L,Panamá,Luis Mejía
Grupo L,Panamá,Jorge Franco
